player_id,season_id,appearances,goals,assists,clean_sheets,minutes_played,yellow_cards,red_cards
51813,418,1,0,0,0,9,0,0
67927,418,0,0,0,0,0,0,0
14778,418,0,0,0,0,0,0,0
3799,418,11,0,0,0,666,0,0
20701,418,33,10,6,1,2589,0,0
49461,418,0,0,0,0,0,0,0
77990,418,0,0,0,0,0,0,0
69176,418,0,0,0,0,0,0,0
14706,418,28,1,2,6,2105,0,0
66669,418,13,4,3,2,960,0,0
112917,418,0,0,0,0,0,0,0
126837,418,0,0,0,0,0,0,0
33345,418,0,0,0,0,0,0,0
4112,418,35,0,0,16,3072,0,0
5758,418,29,0,4,7,2442,0,0
24252,418,24,0,0,5,1799,0,0
49884,418,13,0,1,2,962,0,0
24231,418,0,0,0,0,0,0,0
19758,418,35,15,4,4,2372,0,0
52153,418,12,0,0,1,455,0,0
66524,418,0,0,0,0,0,0,0
51511,418,3,0,0,0,30,0,0
4229,418,15,2,4,2,874,0,0
13823,418,30,2,4,5,2538,0,0
24626,418,34,2,3,5,2720,0,0
19678,418,0,0,0,0,0,0,0
24637,418,0,0,0,0,0,0,0
10455,418,19,1,1,1,913,0,0
24811,418,3,0,0,0,126,0,0
3670,418,0,0,0,0,0,0,0
11111,418,0,0,0,0,0,0,0
3601,418,18,1,0,4,1434,0,0
6451,418,26,0,0,8,2340,0,0
4340,418,3,0,0,0,198,0,0
8163,418,29,1,0,10,2574,0,0
14829,418,0,0,0,0,0,0,0
74787,418,0,0,0,0,0,0,0
12707,418,37,0,0,20,3330,0,0
16788,418,28,6,3,2,1567,0,0
66658,418,0,0,0,0,0,0,0
51690,418,1,0,0,0,3,0,0
51224,418,0,0,0,0,0,0,0
11033,418,11,1,1,1,394,0,0
2214,418,0,0,0,0,0,0,0
49259,418,21,2,2,1,1214,0,0
33185,418,6,0,0,1,346,0,0
15967,418,30,4,2,4,2042,0,0
16803,418,1,0,0,0,4,0,0
63654,418,31,1,1,5,2289,0,0
4845,418,11,1,4,4,938,0,0
12199,418,0,0,0,0,0,0,0
43087,418,9,0,0,0,397,0,0
3156,418,18,1,1,1,1350,0,0
51530,418,0,0,0,0,0,0,0
21584,418,13,1,1,1,602,0,0
15123,418,0,0,0,0,0,0,0
3309,418,37,0,0,8,3330,0,0
11247,418,29,5,1,14,2316,0,0
66670,418,22,0,0,0,563,0,0
31663,418,0,0,0,0,0,0,0
19752,418,0,0,0,0,0,0,0
23703,418,0,0,0,0,0,0,0
6784,418,0,0,0,0,0,0,0
5672,418,7,0,0,0,522,0,0
22546,418,27,0,5,2,2149,0,0
71590,418,1,0,0,0,22,0,0
23585,418,12,0,0,1,1080,0,0
22002,418,0,0,0,0,0,0,0
4804,418,19,2,1,2,958,0,0
78267,418,0,0,0,0,0,0,0
51582,418,0,0,0,0,0,0,0
33046,418,24,0,2,1,1715,0,0
13145,418,3,0,0,0,28,0,0
51544,418,0,0,0,0,0,0,0
52959,418,0,0,0,0,0,0,0
69415,418,0,0,0,0,0,0,0
66284,418,7,0,0,1,630,0,0
114256,418,0,0,0,0,0,0,0
14805,418,28,9,5,7,2133,0,0
25246,418,36,6,3,6,2799,0,0
3877,418,22,0,1,2,1529,0,0
2932,418,26,0,1,4,2340,0,0
15170,418,7,0,1,0,203,0,0
3170,418,19,0,0,3,1710,0,0
10883,418,1,0,0,0,16,0,0
8052,418,27,2,3,2,1470,0,0
107830,418,0,0,0,0,0,0,0
5906,418,28,4,4,4,2035,0,0
3958,418,7,0,0,0,303,0,0
5371,418,0,0,0,0,0,0,0
19680,418,28,8,8,7,1878,0,0
66367,418,0,0,0,0,0,0,0
50234,418,35,5,0,12,3068,0,0
66104,418,29,6,6,2,1866,0,0
24649,418,0,0,0,0,0,0,0
21887,418,34,8,3,10,2851,0,0
24635,418,0,0,0,0,0,0,0
23841,418,0,0,0,0,0,0,0
68987,418,2,0,0,0,12,0,0
4771,418,8,0,0,0,34,0,0
51754,418,20,2,2,0,738,0,0
20187,418,3,0,0,0,66,0,0
25094,418,17,1,1,0,528,0,0
6889,418,0,0,0,0,0,0,0
19591,418,18,0,1,3,1166,0,0
69765,418,0,0,0,0,0,0,0
15259,418,2,0,0,0,7,0,0
19968,418,0,0,0,0,0,0,0
55700,418,9,0,0,0,86,0,0
25534,418,0,0,0,0,0,0,0
20081,418,0,0,0,0,0,0,0
8321,418,0,0,0,0,0,0,0
4481,418,0,0,0,0,0,0,0
24221,418,24,0,1,2,1858,0,0
23810,418,0,0,0,0,0,0,0
10968,418,23,0,0,4,2031,0,0
19626,418,0,0,0,0,0,0,0
50989,418,0,0,0,0,0,0,0
10651,418,8,0,1,2,330,0,0
13702,418,6,0,0,1,448,0,0
1870,418,0,0,0,0,0,0,0
51474,418,0,0,0,0,0,0,0
3390,418,4,1,0,1,164,0,0
19909,418,0,0,0,0,0,0,0
7946,418,34,5,4,0,2347,0,0
4260,418,26,3,3,10,1917,0,0
23911,418,7,0,2,0,232,0,0
124176,418,0,0,0,0,0,0,0
22542,418,29,2,4,6,2043,0,0
13985,418,0,0,0,0,0,0,0
6210,418,18,0,1,1,1104,0,0
7548,418,30,0,0,11,2655,0,0
50512,418,0,0,0,0,0,0,0
14569,418,36,2,1,10,3223,0,0
15549,418,0,0,0,0,0,0,0
64148,418,0,0,0,0,0,0,0
51437,418,0,0,0,0,0,0,0
15269,418,9,0,0,1,810,0,0
5101,418,27,8,4,10,1856,0,0
108922,418,0,0,0,0,0,0,0
32728,418,0,0,0,0,0,0,0
63841,418,0,0,0,0,0,0,0
3819,418,33,1,0,6,2899,0,0
15186,418,0,0,0,0,0,0,0
66722,418,0,0,0,0,0,0,0
19877,418,0,0,0,0,0,0,0
33135,418,35,8,1,2,2648,0,0
3143,418,0,0,0,0,0,0,0
25447,418,0,0,0,0,0,0,0
20810,418,29,8,3,4,1810,0,0
10000,418,7,1,0,1,397,0,0
51581,418,0,0,0,0,0,0,0
4713,418,14,1,0,0,1002,0,0
2933,418,0,0,0,0,0,0,0
51917,418,0,0,0,0,0,0,0
5064,418,1,0,0,0,20,0,0
47259,418,0,0,0,0,0,0,0
3058,418,0,0,0,0,0,0,0
51579,418,0,0,0,0,0,0,0
8586,418,3,1,0,0,70,0,0
10947,418,34,3,0,7,2784,0,0
2569,418,2,0,0,0,180,0,0
98301,418,0,0,0,0,0,0,0
33066,418,0,0,0,0,0,0,0
21748,418,0,0,0,0,0,0,0
20005,418,0,0,0,0,0,0,0
51559,418,0,0,0,0,0,0,0
14283,418,0,0,0,0,0,0,0
112246,418,2,0,0,0,148,0,0
6194,418,0,0,0,0,0,0,0
52951,418,8,0,0,1,307,0,0
10564,418,25,2,1,5,2133,0,0
14637,418,0,0,0,0,0,0,0
9377,418,0,0,0,0,0,0,0
23702,418,15,1,2,1,966,0,0
104260,418,0,0,0,0,0,0,0
8589,418,16,0,1,1,1058,0,0
107835,418,0,0,0,0,0,0,0
24340,418,0,0,0,0,0,0,0
98300,418,0,0,0,0,0,0,0
20337,418,30,5,1,0,1819,0,0
5272,418,36,2,2,14,3198,0,0
24641,418,17,1,1,1,620,0,0
11575,418,15,1,0,2,840,0,0
13554,418,26,4,5,0,1259,0,0
8245,418,30,7,6,1,1904,0,0
66538,418,3,0,0,0,91,0,0
24227,418,0,0,0,0,0,0,0
33056,418,0,0,0,0,0,0,0
4717,418,28,2,2,5,2037,0,0
12212,418,0,0,0,0,0,0,0
32715,418,0,0,0,0,0,0,0
9662,418,33,1,2,0,1459,0,0
15480,418,0,0,0,0,0,0,0
4786,418,0,0,0,0,0,0,0
14571,418,26,5,9,5,1865,0,0
23194,418,31,4,0,5,2307,0,0
52931,418,0,0,0,0,0,0,0
24807,418,0,0,0,0,0,0,0
12847,418,37,3,1,7,3322,0,0
98303,418,0,0,0,0,0,0,0
51085,418,0,0,0,0,0,0,0
69289,418,0,0,0,0,0,0,0
122872,418,0,0,0,0,0,0,0
24723,418,0,0,0,0,0,0,0
49726,418,31,0,1,1,1600,0,0
11071,418,34,6,4,5,2637,0,0
5051,418,36,1,7,19,3228,0,0
11259,418,35,2,1,10,2975,0,0
14428,418,0,0,0,0,0,0,0
72371,418,28,3,1,1,1638,0,0
20607,418,35,4,1,6,2558,0,0
23743,418,0,0,0,0,0,0,0
19880,418,0,0,0,0,0,0,0
15212,418,20,1,0,3,1398,0,0
23815,418,15,1,1,1,855,0,0
4135,418,24,2,1,6,1985,0,0
20277,418,13,2,0,1,1022,0,0
5682,418,29,6,2,8,2278,0,0
114485,418,0,0,0,0,0,0,0
13515,418,13,0,0,2,997,0,0
15715,418,37,0,1,11,3285,0,0
21611,418,0,0,0,0,0,0,0
50165,418,11,0,0,2,924,0,0
110234,418,0,0,0,0,0,0,0
19605,418,16,0,0,1,1190,0,0
21714,418,4,0,0,0,222,0,0
108973,418,0,0,0,0,0,0,0
66590,418,0,0,0,0,0,0,0
13492,418,26,2,4,6,1778,0,0
19600,418,0,0,0,0,0,0,0
3960,418,37,17,9,13,3232,0,0
122118,418,0,0,0,0,0,0,0
120096,418,1,0,0,0,6,0,0
20958,418,1,0,0,0,1,0,0
32298,418,13,0,0,0,799,0,0
4333,418,32,3,2,7,2792,0,0
12316,418,23,3,1,2,1173,0,0
3644,418,0,0,0,0,0,0,0
14723,418,2,0,0,1,180,0,0
13285,418,1,0,1,0,59,0,0
98279,418,0,0,0,0,0,0,0
10449,418,15,0,1,1,1017,0,0
11373,418,4,0,0,2,360,0,0
67899,418,0,0,0,0,0,0,0
16793,418,0,0,0,0,0,0,0
53074,418,0,0,0,0,0,0,0
3926,418,32,5,3,2,2249,0,0
23152,418,1,0,0,0,35,0,0
13522,418,30,1,0,10,2688,0,0
15134,418,0,0,0,0,0,0,0
49478,418,0,0,0,0,0,0,0
13089,418,33,1,2,0,2079,0,0
14693,418,0,0,0,0,0,0,0
12891,418,0,0,0,0,0,0,0
5368,418,2,0,0,0,91,0,0
26220,418,20,0,0,1,1574,0,0
13274,418,29,2,0,8,2481,0,0
66564,418,0,0,0,0,0,0,0
5861,418,27,0,1,4,1978,0,0
23593,418,11,0,0,4,990,0,0
12520,418,25,2,5,6,1556,0,0
122119,418,0,0,0,0,0,0,0
35733,418,0,0,0,0,0,0,0
67196,418,1,0,0,0,1,0,0
66494,418,20,0,1,5,1635,0,0
3169,418,29,0,0,5,2610,0,0
22866,418,26,1,1,1,1923,0,0
6899,418,30,4,7,2,1789,0,0
49316,418,18,5,8,2,1265,0,0
23832,418,0,0,0,0,0,0,0
4618,418,24,0,1,3,1560,0,0
4842,418,0,0,0,0,0,0,0
24702,418,0,0,0,0,0,0,0
3049,418,0,0,0,0,0,0,0
23704,418,30,0,2,3,1556,0,0
13872,418,30,5,3,3,1787,0,0
20180,418,0,0,0,0,0,0,0
11044,418,33,4,0,15,2834,0,0
9257,418,26,1,0,2,2055,0,0
99282,418,0,0,0,0,0,0,0
23696,418,0,0,0,0,0,0,0
66222,418,0,0,0,0,0,0,0
25071,418,33,1,0,2,2270,0,0
16607,418,0,0,0,0,0,0,0
68580,418,0,0,0,0,0,0,0
5583,418,0,0,0,0,0,0,0
12299,418,0,0,0,0,0,0,0
2270,418,28,2,0,2,1548,0,0
4985,418,4,0,0,1,360,0,0
23784,418,0,0,0,0,0,0,0
51777,418,0,0,0,0,0,0,0
23830,418,0,0,0,0,0,0,0
14938,418,5,0,0,1,263,0,0
5066,418,28,0,2,5,2355,0,0
66516,418,0,0,0,0,0,0,0
4337,418,16,2,0,0,356,0,0
49495,418,28,1,1,6,2203,0,0
5790,418,28,3,0,5,2343,0,0
4664,418,38,0,0,16,3420,0,0
7124,418,1,0,0,0,22,0,0
19851,418,9,0,0,0,233,0,0
5179,418,24,0,2,2,1387,0,0
8006,418,0,0,0,0,0,0,0
3837,418,6,0,0,0,408,0,0
20055,418,0,0,0,0,0,0,0
14897,418,24,1,1,2,1461,0,0
74811,418,0,0,0,0,0,0,0
13278,418,26,6,0,0,1457,0,0
52201,418,0,0,0,0,0,0,0
12444,418,2,0,0,0,180,0,0
9826,418,0,0,0,0,0,0,0
4487,418,25,1,2,3,1771,0,0
54144,418,20,0,0,2,1419,0,0
5762,418,34,2,6,2,1772,0,0
4290,418,26,8,0,6,1585,0,0
49961,418,15,0,0,1,906,0,0
23948,418,0,0,0,0,0,0,0
72455,418,0,0,0,0,0,0,0
51223,418,0,0,0,0,0,0,0
63633,418,33,5,2,4,2116,0,0
43859,418,0,0,0,0,0,0,0
23946,418,0,0,0,0,0,0,0
8456,418,35,12,8,2,2466,0,0
9566,418,30,1,0,6,2514,0,0
8983,418,28,11,5,4,1491,0,0
10428,418,8,0,0,1,264,0,0
71441,418,0,0,0,0,0,0,0
4918,418,19,1,2,1,1261,0,0
6519,418,34,16,2,13,2824,0,0
32925,418,0,0,0,0,0,0,0
16640,418,18,0,0,6,1453,0,0
8171,418,31,0,2,1,1739,0,0
32388,418,0,0,0,0,0,0,0
20097,418,2,0,0,0,180,0,0
23952,418,0,0,0,0,0,0,0
51692,418,0,0,0,0,0,0,0
11272,418,8,1,0,0,209,0,0
26977,418,0,0,0,0,0,0,0
4245,418,36,0,0,11,3240,0,0
49992,418,15,0,1,1,1076,0,0
51556,418,0,0,0,0,0,0,0
4287,418,7,0,0,0,232,0,0
20874,418,22,5,1,0,1148,0,0
3861,418,23,0,4,0,1382,0,0
5375,418,31,3,3,17,2790,0,0
19862,418,0,0,0,0,0,0,0
10827,418,0,0,0,0,0,0,0
14903,418,0,0,0,0,0,0,0
16256,418,32,8,2,5,2275,0,0
32638,418,0,0,0,0,0,0,0
64460,418,0,0,0,0,0,0,0
69546,418,0,0,0,0,0,0,0
66360,418,35,4,7,4,2915,0,0
11284,418,13,1,1,1,646,0,0
66707,418,0,0,0,0,0,0,0
4224,418,21,0,3,4,1436,0,0
49270,418,2,0,0,0,18,0,0
51553,418,1,0,0,0,2,0,0
52903,418,0,0,0,0,0,0,0
53270,418,0,0,0,0,0,0,0
52613,418,1,0,0,0,9,0,0
23853,418,0,0,0,0,0,0,0
3979,418,0,0,0,0,0,0,0
20961,418,0,0,0,0,0,0,0
51423,418,35,3,4,9,3092,0,0
78239,418,0,0,0,0,0,0,0
19675,418,0,0,0,0,0,0,0
69288,418,1,0,0,0,3,0,0
33061,418,31,1,0,4,2706,0,0
14824,418,30,1,1,6,2392,0,0
24797,418,38,0,1,6,3112,0,0
3909,418,21,3,0,6,1840,0,0
68593,418,2,0,0,0,68,0,0
54889,418,34,0,0,14,3060,0,0
27090,418,0,0,0,0,0,0,0
13280,418,0,0,0,0,0,0,0
66378,418,38,0,0,5,3385,0,0
5859,418,15,0,0,0,776,0,0
2100,418,24,0,1,2,850,0,0
32923,418,13,0,0,2,847,0,0
8900,418,36,1,3,11,3188,0,0
16270,418,0,0,0,0,0,0,0
12322,418,11,3,0,0,178,0,0
21774,418,0,0,0,0,0,0,0
24334,418,36,0,2,10,3102,0,0
117732,418,0,0,0,0,0,0,0
108751,418,28,0,3,2,1702,0,0
5239,418,14,0,2,0,801,0,0
5178,418,35,23,13,13,2761,0,0
15293,418,0,0,0,0,0,0,0
115025,418,0,0,0,0,0,0,0
92722,418,0,0,0,0,0,0,0
92706,418,0,0,0,0,0,0,0
64281,418,0,0,0,0,0,0,0
8966,418,0,0,0,0,0,0,0
25269,418,0,0,0,0,0,0,0
3983,418,0,0,0,0,0,0,0
51574,418,2,0,0,0,66,0,0
115114,418,0,0,0,0,0,0,0
23824,418,0,0,0,0,0,0,0
14580,418,32,11,10,6,2364,0,0
75991,418,0,0,0,0,0,0,0
51610,418,0,0,0,0,0,0,0
23903,418,1,0,0,0,45,0,0
19911,418,0,0,0,0,0,0,0
4772,418,0,0,0,0,0,0,0
11147,418,0,0,0,0,0,0,0
20196,418,0,0,0,0,0,0,0
25467,418,18,2,4,1,994,0,0
24983,418,13,1,0,3,1056,0,0
45351,418,16,0,0,1,905,0,0
22651,418,0,0,0,0,0,0,0
14577,418,0,0,0,0,0,0,0
20479,418,19,0,0,4,1619,0,0
14450,418,1,0,0,0,19,0,0
25329,418,9,1,1,0,486,0,0
16642,418,25,0,1,6,2137,0,0
20064,418,16,0,0,1,900,0,0
4931,418,10,0,0,1,478,0,0
14451,418,21,5,1,0,824,0,0
5570,418,3,0,0,0,168,0,0
76258,418,0,0,0,0,0,0,0
15019,418,0,0,0,0,0,0,0
19922,418,0,0,0,0,0,0,0
3014,418,11,1,0,0,327,0,0
23556,418,23,1,2,3,1652,0,0
8293,418,0,0,0,0,0,0,0
66094,418,22,1,1,3,1170,0,0
51416,418,0,0,0,0,0,0,0
90664,418,0,0,0,0,0,0,0
42331,418,35,3,4,6,3059,0,0
107844,418,0,0,0,0,0,0,0
21532,418,0,0,0,0,0,0,0
64069,418,0,0,0,0,0,0,0
66522,418,0,0,0,0,0,0,0
33342,418,0,0,0,0,0,0,0
5514,418,11,1,0,3,922,0,0
49264,418,0,0,0,0,0,0,0
10543,418,0,0,0,0,0,0,0
24823,418,0,0,0,0,0,0,0
66557,418,0,0,0,0,0,0,0
23650,418,0,0,0,0,0,0,0
53741,418,0,0,0,0,0,0,0
76024,418,0,0,0,0,0,0,0
66225,418,0,0,0,0,0,0,0
32989,418,26,2,5,1,1137,0,0
11224,418,1,0,0,0,90,0,0
23941,418,0,0,0,0,0,0,0
53085,418,5,1,0,0,381,0,0
53610,418,0,0,0,0,0,0,0
26689,418,0,0,0,0,0,0,0
14455,418,0,0,0,0,0,0,0
51510,418,3,0,0,0,27,0,0
108612,418,20,0,0,1,1050,0,0
10465,418,7,3,0,0,126,0,0
23994,418,0,0,0,0,0,0,0
92734,418,0,0,0,0,0,0,0
14909,418,0,0,0,0,0,0,0
4252,418,17,2,1,0,787,0,0
49489,418,0,0,0,0,0,0,0
4654,418,0,0,0,0,0,0,0
49293,418,4,0,0,0,122,0,0
16467,418,0,0,0,0,0,0,0
14984,418,0,0,0,0,0,0,0
43856,418,0,0,0,0,0,0,0
4936,418,24,2,1,7,2032,0,0
108924,418,0,0,0,0,0,0,0
49490,418,0,0,0,0,0,0,0
74585,418,0,0,0,0,0,0,0
13485,418,0,0,0,0,0,0,0
13825,418,0,0,0,0,0,0,0
21998,418,13,1,1,0,465,0,0
49494,418,0,0,0,0,0,0,0
108972,418,0,0,0,0,0,0,0
5181,418,0,0,0,0,0,0,0
10487,418,14,2,3,0,442,0,0
69617,418,1,0,0,0,3,0,0
50252,418,20,1,2,2,681,0,0
21495,418,20,0,1,3,1625,0,0
20079,418,0,0,0,0,0,0,0
4525,418,19,5,3,0,1339,0,0
64519,418,1,0,0,0,4,0,0
10768,418,20,0,1,3,1595,0,0
4640,418,35,0,0,7,3150,0,0
4821,418,12,0,1,4,727,0,0
22043,418,32,1,1,7,2697,0,0
32700,418,12,0,0,0,505,0,0
49476,418,0,0,0,0,0,0,0
24645,418,0,0,0,0,0,0,0
3920,418,20,1,9,2,1354,0,0
53313,418,0,0,0,0,0,0,0
10079,418,36,0,0,9,3240,0,0
32229,418,0,0,0,0,0,0,0
66560,418,0,0,0,0,0,0,0
19929,418,0,0,0,0,0,0,0
19923,418,0,0,0,0,0,0,0
23653,418,0,0,0,0,0,0,0
5860,418,0,0,0,0,0,0,0
70216,418,1,0,0,0,12,0,0
16790,418,0,0,0,0,0,0,0
5169,418,37,11,3,2,3260,0,0
50960,418,0,0,0,0,0,0,0
15559,418,22,6,2,3,1286,0,0
51557,418,0,0,0,0,0,0,0
21760,418,0,0,0,0,0,0,0
66518,418,0,0,0,0,0,0,0
49504,418,2,0,0,0,81,0,0
24001,418,0,0,0,0,0,0,0
13703,418,34,0,0,12,3060,0,0
19888,418,34,6,1,7,2476,0,0
2216,418,0,0,0,0,0,0,0
24156,418,35,11,3,4,2922,0,0
13565,418,25,4,2,1,1232,0,0
24128,418,31,1,2,1,2236,0,0
7975,418,24,0,0,8,2160,0,0
3811,418,27,1,5,4,1833,0,0
39606,418,25,2,3,6,1922,0,0
4209,418,0,0,0,0,0,0,0
36972,418,0,0,0,0,0,0,0
76427,418,0,0,0,0,0,0,0
5343,418,14,1,3,1,992,0,0
15202,418,36,1,4,8,3178,0,0
19928,418,2,0,0,0,23,0,0
67198,418,0,0,0,0,0,0,0
24630,418,30,10,5,4,2526,0,0
4878,418,3,0,0,0,116,0,0
3934,418,18,0,2,0,1334,0,0
13511,418,20,5,4,3,985,0,0
24809,418,0,0,0,0,0,0,0
10458,418,29,3,10,16,2541,0,0
